Sex,Age,Race,Juvenile Felonies,Juvenile Misdemeanors,Juvenile Others,Previous Convictions,Degree of Conviction,Days in Jail,COMPAS Score,Recidivism
1,27,0,0,0,0,13,1,2,8,1
0,51,0,0,0,0,16,0,156,8,0
1,26,0,0,0,0,1,1,14,6,1
1,29,0,0,0,0,3,0,2,5,1
1,52,2,0,0,0,6,0,2,5,1
1,28,2,0,0,0,1,0,5,4,1
0,34,4,0,0,0,4,0,98,7,1
1,55,0,0,0,0,5,0,326,3,1
1,46,2,0,0,0,2,1,25,2,0
1,59,2,0,0,0,0,1,1,1,0
1,26,0,1,1,0,10,0,30,9,1
1,28,0,0,0,0,5,0,32,10,0
1,63,2,0,0,0,2,0,92,1,0
1,42,0,0,0,0,0,0,2,1,0
1,21,0,0,0,0,1,0,2,3,0
1,57,0,0,0,0,2,0,32,1,0
1,23,0,1,2,2,6,0,1,6,1
1,54,0,0,0,0,28,0,83,9,1
1,35,0,0,0,1,8,0,11,7,1
1,42,2,0,0,0,1,0,1,1,0
0,24,0,1,0,0,6,0,152,9,1
1,54,0,0,0,0,2,1,1,1,0
1,58,0,0,0,0,12,1,4,6,1
1,40,3,0,0,0,1,1,1,1,0
1,23,2,0,0,1,1,1,1,5,1
1,35,0,0,0,0,1,1,30,2,0
1,53,0,0,0,0,17,0,226,6,0
1,20,0,0,0,0,1,0,3,10,1
1,24,0,0,0,0,1,0,31,4,0
1,51,2,0,0,0,0,0,216,1,0
1,24,3,0,0,0,0,0,2,10,0
1,37,2,0,0,0,3,0,7,2,0
0,46,0,0,0,0,0,0,62,1,0
1,47,2,0,0,0,3,0,1,1,0
1,34,2,0,0,0,4,0,2,6,1
1,56,2,0,0,0,0,0,31,1,0
1,34,3,0,0,0,4,0,32,1,1
1,59,2,0,0,0,1,0,1,1,1
1,35,1,0,0,0,0,0,102,6,0
1,58,3,0,0,0,1,0,127,1,0
1,29,3,0,0,0,2,1,30,4,0
0,53,2,0,0,0,1,1,23,1,0
1,35,0,0,0,0,0,0,23,5,0
1,29,2,0,0,0,1,0,38,3,0
1,30,0,0,0,0,4,1,32,1,0
0,24,2,0,0,1,6,0,4,9,1
1,21,2,0,0,4,2,1,187,9,1
1,50,1,0,0,0,5,0,282,7,1
1,33,2,0,0,0,0,0,1,9,0
1,26,0,0,0,0,1,0,292,2,0
1,49,0,2,0,1,18,0,276,7,0
0,30,2,0,0,0,0,1,32,2,0
1,37,2,0,0,0,5,0,30,3,0
0,60,2,0,0,0,5,1,1,4,0
1,29,2,0,0,0,6,0,71,9,1
1,55,3,0,0,0,0,0,31,1,0
1,29,2,0,0,0,0,1,2,4,1
1,54,0,0,0,0,0,1,2,1,0
1,29,0,0,0,0,4,0,21,4,1
1,29,0,0,0,0,12,0,2,8,0
0,59,2,0,0,0,0,1,30,1,0
1,38,0,0,0,0,0,0,2,5,0
0,22,3,0,0,0,2,0,19,5,1
1,29,0,0,0,0,4,0,174,7,1
1,27,2,0,0,0,1,1,2,3,1
1,26,3,0,0,0,7,0,2,5,1
1,52,3,0,0,0,20,0,28,3,0
1,66,0,0,0,0,33,0,101,6,1
1,22,0,0,0,0,0,0,29,10,0
1,27,2,0,0,0,2,0,1,5,0
1,51,2,0,0,0,1,1,2,1,0
1,35,2,0,0,0,1,0,282,2,0
1,71,2,0,0,0,2,1,290,1,0
1,36,0,0,0,0,0,1,31,1,0
1,52,2,0,0,0,4,1,28,3,0
1,39,2,0,0,0,4,0,213,1,0
1,30,2,0,0,0,1,0,31,5,0
0,35,0,0,0,0,12,1,1,2,0
1,25,0,2,0,1,2,0,78,8,0
1,48,5,0,0,0,12,0,2,5,0
1,55,0,0,0,0,1,0,226,9,0
0,62,3,0,0,0,0,0,31,1,0
0,34,2,0,0,0,4,0,20,6,0
0,26,0,0,0,0,0,1,2,2,0
0,48,2,0,0,0,0,1,1,1,0
1,30,3,0,0,0,7,1,170,4,0
1,28,5,0,0,0,2,1,59,1,0
1,33,0,0,0,0,2,1,1,3,0
0,34,0,0,0,0,6,0,53,4,0
0,22,0,0,0,0,1,0,188,9,0
1,25,5,0,0,0,0,1,1,1,0
1,59,0,0,0,0,10,0,572,7,1
1,29,0,0,0,0,5,0,62,5,1
1,42,5,0,0,0,0,1,1,1,0
1,24,2,0,0,0,0,0,32,2,0
1,58,2,0,0,0,0,0,31,1,0
1,48,2,0,0,0,1,0,217,7,1
0,54,2,0,0,0,2,0,1,1,0
1,55,0,0,0,0,0,1,132,8,1
1,30,0,0,0,1,0,1,60,2,0
1,24,2,0,0,0,3,0,1,5,0
1,52,0,0,0,0,4,1,2,5,0
1,20,0,0,0,0,0,0,1,4,1
1,25,2,0,0,0,4,0,143,4,1
1,24,2,0,0,0,0,0,16,2,0
1,23,2,0,0,0,0,1,2,9,0
1,27,2,0,1,3,6,0,2,4,1
1,53,0,0,0,0,1,0,1,1,0
1,25,0,0,1,0,1,1,177,3,1
0,29,5,0,0,0,0,0,1,2,0
1,31,0,0,0,0,0,0,1,2,0
1,25,0,0,1,0,6,0,232,4,1
1,32,2,0,0,0,1,0,1,1,1
1,21,2,0,0,0,0,0,1,3,1
1,45,2,0,0,0,10,0,11,5,0
1,37,5,0,0,0,1,0,6,1,0
1,25,2,0,0,0,0,0,1,3,0
1,21,0,0,0,0,0,1,1,3,0
1,32,3,1,1,0,20,0,31,10,0
1,35,0,0,0,0,0,0,3,7,0
1,34,2,1,0,0,28,0,145,10,0
1,42,0,0,0,0,14,0,61,7,1
1,24,2,0,0,1,9,1,11,10,1
0,26,2,0,0,0,1,0,2,2,0
1,35,0,0,0,0,6,1,130,7,0
0,26,2,0,0,0,0,0,4,9,0
1,22,2,1,0,4,6,0,36,10,1
1,21,3,0,0,0,0,0,1,6,1
1,47,2,0,0,0,1,1,1,1,0
1,71,2,0,0,0,0,1,30,1,0
0,21,0,0,0,0,0,1,30,4,0
1,68,2,0,0,0,0,1,2,1,0
1,27,0,0,0,0,5,0,2,9,1
1,43,3,0,0,0,2,1,123,1,1
1,46,2,0,0,0,2,0,1,6,1
1,44,0,0,0,0,1,1,1,3,0
0,39,2,0,0,0,0,0,1,1,0
1,23,2,0,0,0,2,0,1,2,0
1,42,0,0,0,0,8,0,59,5,0
1,58,0,0,0,0,6,0,204,6,0
1,24,0,0,0,0,0,1,29,3,0
1,49,0,0,0,0,15,0,98,7,0
1,26,0,0,0,1,3,0,2,6,1
0,48,5,0,0,0,0,0,10,1,0
1,39,0,0,0,0,3,0,291,3,1
1,21,0,0,2,0,3,0,1,5,1
1,63,2,0,0,0,1,1,6,1,0
1,22,0,0,1,0,3,0,127,7,1
1,50,0,0,0,0,3,1,28,3,0
1,38,0,0,0,0,0,0,21,1,0
1,41,2,0,0,0,1,0,7,6,0
1,28,0,8,0,1,16,0,2,8,1
0,30,0,0,0,0,0,1,31,3,0
1,23,0,0,0,0,1,0,1,5,0
1,21,2,0,0,0,0,0,30,3,0
1,25,2,0,0,0,2,0,252,4,1
1,53,2,0,0,0,2,1,2,1,0
1,40,2,0,0,0,5,0,1,4,0
1,24,3,0,0,0,8,0,1,8,0
0,23,2,0,0,1,3,1,113,8,0
1,27,0,0,0,0,5,1,65,4,1
0,37,0,0,0,0,0,0,32,1,0
1,44,2,0,0,0,11,1,330,3,0
0,35,0,0,0,0,6,0,2,2,1
1,42,2,0,0,0,0,1,1,1,0
1,38,0,0,0,0,15,0,1,7,1
1,26,3,0,0,0,4,0,1,6,0
0,25,0,0,0,0,0,1,1,3,0
1,34,2,0,0,0,0,1,1,1,0
1,22,0,1,0,0,2,0,32,7,0
1,64,3,0,0,0,1,0,97,1,0
0,49,2,0,0,0,2,1,1,1,1
1,50,2,0,0,0,5,0,2,1,1
1,28,2,0,0,0,8,0,32,6,1
1,66,2,0,0,0,0,1,1,1,1
0,46,2,0,0,0,0,1,2,1,0
1,30,0,0,0,1,5,0,32,6,1
0,22,2,0,0,0,0,1,1,3,0
1,23,2,0,0,0,1,1,48,4,0
1,30,5,0,0,0,0,1,31,6,1
1,24,0,1,0,0,10,0,247,10,1
1,53,2,0,0,0,0,0,181,7,0
1,31,3,0,0,0,0,1,1,1,0
1,31,5,0,0,0,1,0,116,2,0
0,31,2,0,0,0,0,0,5,7,0
1,21,0,4,0,0,4,0,296,7,1
1,28,0,0,0,0,4,0,53,8,1
1,25,0,0,0,0,0,1,1,3,1
0,21,2,0,0,0,0,0,62,7,0
1,27,0,0,0,0,0,1,322,2,0
1,20,3,0,0,0,0,1,2,2,1
1,32,3,0,0,0,1,0,1,1,0
0,24,2,0,0,1,0,0,1,5,0
1,22,0,0,0,0,1,0,109,7,0
0,24,2,0,0,0,0,1,1,2,0
1,20,0,1,0,0,1,0,1,3,0
1,26,0,0,0,0,1,0,56,4,0
0,48,3,0,0,0,0,1,1,1,0
1,26,1,0,0,0,0,1,1,1,0
1,31,0,0,0,0,3,1,168,8,1
1,27,0,0,0,0,3,1,182,7,1
1,59,0,0,0,0,17,0,88,5,1
1,40,0,0,0,0,0,0,2,2,0
1,22,0,0,0,0,11,0,1,10,1
0,38,0,0,0,0,1,0,1,1,0
1,36,3,0,0,0,1,1,629,10,1
1,50,5,0,0,0,4,1,32,1,0
1,30,0,0,0,0,1,1,30,7,0
1,27,2,0,0,0,6,0,35,6,1
0,59,2,0,0,0,0,1,1,1,0
1,37,2,0,0,0,2,1,2,1,0
1,28,0,0,0,0,5,1,2,7,1
1,38,2,0,0,0,0,0,1,1,0
0,33,2,0,0,0,0,1,1,1,0
1,24,2,0,0,1,2,0,2,4,0
1,22,0,0,0,1,0,0,1,8,1
1,60,3,0,0,0,0,0,153,4,0
1,43,3,0,0,0,1,1,190,1,0
1,28,2,0,0,0,1,0,48,9,0
1,25,0,0,0,0,4,0,62,5,1
1,51,2,0,0,0,0,1,1,1,0
1,33,2,0,0,0,0,0,31,1,0
0,58,2,0,0,0,0,1,1,1,0
1,63,0,0,0,0,2,1,76,1,0
0,28,2,0,0,0,0,1,1,4,0
0,28,2,0,0,0,0,1,227,3,0
1,29,2,0,0,0,2,1,26,2,1
1,28,0,0,0,0,10,0,1,3,0
1,55,0,0,0,0,9,1,113,3,1
0,23,2,0,0,0,3,0,52,10,0
0,22,0,0,0,0,0,1,8,5,0
0,19,2,0,0,0,2,0,23,10,1
1,23,0,0,0,0,4,0,3,10,0
1,31,0,0,0,0,1,1,1,1,0
1,29,0,0,0,0,0,1,31,1,0
1,21,0,0,0,0,1,1,181,6,0
1,61,0,0,0,0,15,0,32,6,1
1,24,0,0,0,0,4,0,1,10,1
1,26,3,0,0,0,0,0,2,2,0
1,31,3,0,0,0,0,1,1,2,0
1,20,0,0,1,1,4,0,62,9,1
1,26,2,0,0,0,3,0,2,7,1
0,22,3,0,0,0,0,1,31,3,0
1,27,2,0,0,0,5,1,2,9,0
1,25,2,0,0,0,1,0,2,5,0
1,23,2,0,2,0,3,0,50,5,1
1,38,0,0,0,0,0,0,61,1,0
1,51,2,0,0,0,1,0,1,4,0
1,27,0,0,2,1,18,0,1,9,1
0,35,2,0,0,0,0,0,1,3,1
1,22,5,0,0,0,0,0,70,9,0
1,38,0,0,0,0,11,0,3,6,0
0,58,0,0,0,0,4,0,2,2,1
1,44,0,0,0,0,6,0,184,1,0
0,57,2,0,0,0,0,1,2,4,1
1,36,5,0,0,0,6,0,5,2,0
1,21,0,0,0,1,0,0,1,3,0
1,20,0,0,0,0,1,0,39,5,0
0,22,0,0,0,0,0,0,31,8,0
1,30,0,0,0,0,0,0,3,2,0
1,24,2,0,0,0,1,0,38,10,1
1,56,2,0,0,0,1,1,61,1,0
1,32,0,0,0,0,1,0,2,3,0
1,22,2,0,0,0,2,0,28,4,1
1,31,3,0,0,0,1,0,131,2,0
1,29,2,0,0,0,3,0,69,4,1
1,30,0,0,0,0,8,0,2,8,1
0,31,0,0,0,0,10,0,1,6,0
1,53,3,0,0,0,0,0,65,1,0
0,45,2,0,0,0,1,0,31,6,0
1,23,0,0,0,0,4,0,90,7,0
0,36,0,0,1,0,2,0,1,6,0
1,39,2,0,0,0,2,0,153,2,1
1,23,3,0,0,0,0,0,1,2,0
1,31,0,0,0,0,0,0,2,8,1
1,22,0,0,0,0,1,0,29,4,1
0,27,0,0,0,0,9,0,125,2,1
1,27,0,0,0,0,13,0,62,7,1
1,38,2,0,0,0,1,0,30,1,1
1,31,0,0,0,0,23,0,234,10,1
1,47,0,0,0,0,20,0,59,9,0
1,22,0,0,1,0,3,0,264,7,0
1,35,0,0,0,1,1,1,258,9,1
1,23,3,0,0,0,2,1,20,6,1
1,65,0,0,0,0,2,1,6,2,1
1,35,0,0,0,0,0,1,2,4,0
0,33,0,0,0,0,0,0,31,3,0
1,53,2,0,0,0,1,1,32,1,0
1,52,3,0,0,0,0,0,61,1,0
1,48,2,0,0,0,1,0,35,5,0
1,62,3,0,0,0,0,1,131,1,0
1,44,0,0,0,0,0,0,2,1,0
1,21,0,0,0,0,0,0,30,5,0
1,37,0,0,0,0,11,0,2,4,0
1,30,5,0,0,0,4,1,1,9,1
1,33,2,0,0,0,5,0,316,5,0
0,36,0,0,0,0,3,0,6,4,0
1,54,5,0,0,0,0,0,1,1,0
1,28,5,0,0,0,0,1,1,5,0
0,31,0,0,0,0,0,1,1,1,0
0,59,2,0,0,0,2,0,30,3,0
1,27,0,0,0,0,0,1,2,2,0
1,36,0,0,0,0,0,1,1,7,1
1,46,0,0,0,0,17,0,182,9,1
1,22,0,0,0,1,3,0,324,9,0
1,27,2,0,0,0,0,0,1,5,0
1,30,2,0,0,0,0,1,2,3,0
0,28,2,0,0,0,0,1,1,2,0
0,34,2,0,0,1,15,0,56,9,1
1,29,3,0,0,0,7,0,1,9,1
0,46,0,0,0,0,2,0,2,3,0
1,23,0,0,0,1,2,1,81,10,1
1,65,2,0,0,0,2,1,122,1,0
1,27,0,0,0,0,3,0,1,4,0
1,21,1,0,0,1,0,0,1,6,1
1,30,0,0,0,0,15,0,109,9,1
1,36,0,0,0,0,3,0,50,1,0
0,32,0,0,0,0,2,0,1,2,0
1,31,0,0,0,0,5,0,7,7,0
1,36,0,0,1,0,4,1,3,5,0
1,20,0,0,0,0,0,0,120,8,0
1,37,2,0,0,0,3,0,27,2,0
1,44,0,0,0,0,14,0,61,8,1
1,53,2,0,0,0,2,0,31,1,0
1,32,0,0,0,0,2,1,1,2,0
1,33,0,0,0,0,3,1,2,2,1
0,27,0,0,0,0,1,0,3,4,0
0,48,0,0,0,0,4,0,32,5,0
1,21,0,1,0,0,2,0,324,10,0
1,33,0,0,0,0,4,0,104,8,1
1,47,2,0,0,0,2,0,3,5,1
1,57,0,0,0,0,20,0,83,7,1
1,28,0,0,0,0,2,1,184,4,0
1,24,0,0,0,0,1,1,2,6,0
1,44,0,0,0,0,1,0,2,1,0
1,46,0,0,0,0,0,0,2,1,0
1,37,0,0,0,0,6,0,2,3,0
1,26,0,0,0,0,10,1,6,6,1
1,51,2,0,0,0,0,1,1,1,0
1,27,0,0,1,0,10,0,1,8,1
1,40,2,0,0,0,1,0,263,2,0
0,60,2,0,0,0,9,0,328,3,1
1,53,2,0,0,0,1,0,7,1,0
1,26,0,0,1,0,8,0,335,6,0
0,37,2,0,0,0,1,0,9,1,0
1,28,0,0,0,0,0,0,32,1,0
1,23,3,0,0,0,0,1,1,4,0
1,21,0,0,0,0,1,0,138,8,0
1,41,0,0,0,0,2,0,213,6,0
0,46,2,0,0,0,2,0,245,8,0
1,23,0,0,0,0,0,0,31,5,1
1,61,0,0,0,0,2,0,31,1,0
1,30,2,0,0,0,3,0,105,2,0
1,50,0,0,0,0,18,0,190,8,1
0,49,0,0,0,0,0,0,2,9,0
1,45,0,0,0,0,0,1,2,1,0
1,40,5,0,0,0,0,1,2,1,0
1,22,0,0,0,0,1,0,1,5,0
1,26,2,0,0,0,1,0,41,2,1
1,62,2,0,0,0,0,0,91,1,0
1,34,2,0,0,0,0,1,1,1,1
0,37,2,0,0,0,0,0,31,3,0
1,23,5,0,0,0,1,0,263,8,0
1,24,3,0,0,0,1,0,182,10,0
1,21,2,0,0,0,0,1,2,2,0
1,25,2,0,0,0,0,0,1,2,1
1,30,0,0,0,0,3,0,19,9,0
1,68,2,0,0,0,0,1,93,1,0
1,41,2,0,0,0,2,1,1,2,0
1,39,5,0,0,0,1,1,2,1,0
1,21,2,0,0,0,1,0,31,3,0
1,31,0,0,0,0,1,0,3,10,0
0,37,3,0,0,0,1,0,59,3,0
1,29,0,0,0,0,7,0,2,7,0
1,22,0,0,0,0,0,0,1,8,0
1,22,3,0,0,0,1,0,31,3,0
1,38,2,0,0,0,11,0,144,4,1
1,42,2,0,0,0,1,0,1,1,0
1,22,2,0,1,1,1,0,2,4,1
0,30,0,0,0,0,0,0,2,6,0
1,45,0,0,0,0,0,0,92,4,1
0,36,0,0,0,0,4,0,30,10,1
1,48,0,0,0,0,2,0,32,6,0
0,53,3,0,0,0,0,0,1,1,0
1,37,0,0,0,0,7,0,24,4,0
1,49,3,0,0,0,0,0,1,1,0
0,45,2,0,0,0,1,0,9,1,0
1,23,0,0,0,1,6,0,258,9,1
1,24,0,0,0,0,0,0,32,8,0
1,29,0,0,0,0,0,0,2,2,0
1,24,0,0,0,0,0,0,1,3,0
1,50,0,0,0,0,11,0,62,9,0
1,34,0,0,1,0,10,0,205,7,1
1,41,3,0,0,0,1,0,2,2,0
1,23,0,0,0,0,0,0,1,2,0
0,22,2,0,0,0,0,1,62,5,0
1,36,5,0,0,0,0,0,22,1,0
1,30,2,0,0,0,22,0,4,5,1
1,21,0,0,0,0,0,0,2,10,1
0,53,2,0,0,0,0,0,2,1,0
1,39,0,0,0,0,3,0,2,2,0
0,25,0,0,0,0,2,0,203,9,0
1,24,2,0,0,0,1,0,31,3,0
1,25,0,0,1,1,7,1,31,5,1
0,25,0,0,0,0,1,1,1,9,0
1,27,0,0,0,0,1,0,267,5,0
1,71,0,0,0,0,8,0,143,1,0
1,39,0,0,4,0,10,1,254,9,0
0,37,0,0,0,0,0,0,257,5,0
1,20,0,0,0,2,0,0,68,5,1
0,29,0,0,0,0,3,0,118,5,0
1,22,0,0,0,0,2,0,31,5,1
1,26,0,0,0,0,4,0,84,7,1
1,22,0,0,0,0,1,0,305,3,0
0,24,0,0,0,0,0,0,31,3,0
0,47,0,0,0,0,19,0,1,10,1
1,21,5,0,0,0,1,0,30,4,1
0,23,5,0,0,0,0,1,31,10,0
0,20,2,0,0,0,1,0,18,8,1
1,53,0,0,0,0,13,0,141,9,0
0,23,0,0,0,0,0,0,31,2,0
1,27,4,0,0,0,3,1,31,7,0
1,55,2,0,0,0,18,0,52,2,1
0,53,0,0,0,0,0,0,1,1,0
0,23,0,0,0,0,0,0,30,7,1
1,55,0,0,0,0,19,0,151,8,0
1,26,0,0,0,1,5,0,23,7,1
1,25,0,0,0,0,6,0,185,6,1
1,39,3,0,0,0,2,0,43,6,0
1,23,5,0,0,0,2,1,32,4,0
1,27,0,0,0,0,4,0,1,9,1
1,26,0,0,0,0,2,1,1,3,0
0,32,2,0,0,0,0,1,31,4,0
1,29,0,0,0,0,1,1,4,4,0
1,27,5,0,0,0,1,0,31,2,1
1,28,3,0,0,0,0,0,2,2,0
1,31,0,0,0,0,0,1,1,2,0
1,41,0,0,0,0,8,0,1,6,1
1,25,2,0,0,0,1,0,3,3,0
1,30,2,0,0,0,0,0,30,1,0
1,25,2,0,0,0,0,1,1,2,0
1,47,2,0,0,0,0,1,1,1,0
1,26,2,0,0,0,0,0,1,3,0
1,37,0,0,0,0,4,0,2,2,0
0,35,0,0,0,0,4,0,3,5,0
0,66,2,0,0,0,7,0,105,4,0
1,48,2,0,0,0,0,1,32,1,0
1,26,2,0,0,1,3,0,5,2,0
1,24,2,0,0,0,1,1,2,4,1
1,21,2,0,2,1,2,0,6,9,1
1,23,0,0,0,0,0,0,549,4,0
1,22,2,0,0,0,0,0,116,4,1
1,57,0,0,0,0,11,0,141,6,0
1,48,2,0,0,0,0,0,247,7,0
1,36,5,0,0,0,0,0,154,1,0
0,37,0,0,0,0,3,0,91,7,0
1,31,2,0,0,0,0,1,152,1,0
1,22,0,0,1,0,1,0,5,9,1
1,31,2,0,0,0,2,1,1,3,0
1,24,0,0,0,0,0,0,1,5,1
1,32,0,0,0,0,7,0,32,2,0
1,32,0,0,0,1,22,0,1,9,1
0,23,5,0,0,0,0,1,2,4,0
1,63,0,0,0,0,0,1,1,1,0
1,30,5,0,0,0,0,0,2,1,0
1,26,2,0,0,0,2,0,91,5,1
1,20,2,0,0,2,0,0,31,4,0
1,33,5,0,0,0,2,0,29,7,0
1,24,2,0,0,0,1,1,32,2,0
0,24,0,0,0,0,1,1,1,5,1
0,36,0,0,0,0,1,1,323,2,0
1,26,0,0,0,0,3,0,63,8,0
1,83,3,0,0,0,0,1,30,1,0
1,28,2,0,0,0,2,0,1,6,0
1,36,0,0,0,0,3,0,32,2,1
0,30,0,0,0,0,0,1,30,1,0
0,33,0,0,0,0,0,1,2,2,0
1,39,0,0,0,0,0,0,1,3,0
1,29,5,0,0,0,3,1,1,7,0
1,30,0,0,0,0,17,0,114,10,1
0,19,2,1,1,0,1,1,2,6,1
1,24,0,0,0,0,1,0,1,1,1
1,34,2,0,0,0,5,0,53,3,0
1,36,3,0,0,0,11,0,227,7,0
1,35,0,0,0,0,7,0,32,6,0
1,24,0,0,0,1,0,0,1,3,0
1,26,2,0,0,0,0,1,40,2,0
0,22,0,0,0,0,0,1,31,6,0
1,26,2,0,0,0,8,0,3,4,0
1,28,0,0,0,0,14,0,1,7,1
1,32,2,0,0,0,2,0,2,4,0
1,32,0,0,0,0,0,1,31,5,0
0,32,2,0,0,0,1,1,1,3,1
1,33,0,0,0,0,5,1,6,8,1
1,29,0,0,1,0,16,0,160,10,0
1,34,2,0,0,0,1,1,1,3,1
0,37,5,0,0,0,0,1,1,1,1
1,43,2,0,0,0,0,1,1,1,0
1,47,2,0,0,0,2,0,1,4,0
0,21,2,0,0,0,1,0,28,9,0
1,25,0,0,0,0,3,1,3,6,1
0,23,0,0,0,0,1,0,2,3,0
1,39,2,0,0,0,2,1,31,2,1
1,22,2,0,0,0,0,1,1,3,0
1,35,0,0,0,0,13,0,36,8,1
1,20,0,0,0,0,0,0,2,3,0
1,33,5,0,0,0,0,0,2,1,0
1,21,5,0,0,0,0,0,2,3,1
1,43,0,1,0,0,20,0,2,8,0
1,25,0,0,1,1,3,0,1,8,1
1,48,0,1,0,0,25,0,7,10,1
1,22,0,0,0,1,1,1,2,7,1
1,52,0,1,0,0,9,1,50,8,1
1,26,2,0,0,0,5,0,66,4,1
1,67,0,0,0,0,4,1,176,7,1
1,34,0,0,0,0,4,1,2,2,0
1,56,2,0,0,0,4,1,1,1,1
1,22,0,0,0,0,0,0,2,4,0
1,63,0,0,0,0,25,0,1978,9,0
0,34,2,0,0,0,0,0,1,2,0
0,32,4,0,0,0,3,1,24,6,0
1,23,0,0,0,1,0,0,171,3,0
1,28,0,0,0,0,1,0,6,4,1
1,29,0,0,0,0,2,1,28,4,0
1,27,2,0,0,0,1,0,42,9,0
1,37,0,0,0,0,6,0,69,5,1
1,51,2,0,0,0,0,1,28,1,0
1,43,5,0,0,0,3,0,32,2,0
1,51,2,0,0,0,0,0,29,1,0
1,20,0,0,0,1,1,1,146,7,1
1,41,0,0,0,0,1,1,117,2,0
1,57,5,0,0,0,0,1,73,1,0
1,26,2,0,0,0,4,1,294,7,1
0,39,2,0,0,0,1,1,256,2,1
1,21,0,0,0,1,1,0,3,8,0
1,21,0,0,1,1,1,0,3,9,1
1,42,2,0,0,0,5,0,387,4,0
0,37,0,0,0,0,1,0,3,5,0
1,24,2,0,2,0,3,0,32,4,1
1,39,5,0,0,0,0,0,61,1,0
0,34,0,0,0,0,0,0,32,1,0
1,26,0,0,1,0,4,1,32,8,1
1,58,3,0,0,0,1,0,2,2,0
1,48,2,0,0,0,1,0,1,2,0
1,24,0,0,1,0,5,0,2,5,1
1,25,0,0,0,0,0,1,1,9,0
1,26,2,0,0,0,0,0,1,4,0
1,46,2,0,0,0,0,0,32,1,0
1,24,0,0,1,1,7,1,32,9,0
1,25,2,0,0,0,1,0,96,1,0
0,21,2,0,0,0,0,1,1,5,0
1,29,0,0,0,0,4,0,60,4,0
1,24,0,0,0,0,3,1,31,3,0
1,24,0,0,0,0,1,0,32,3,1
1,36,0,0,0,0,9,1,2,8,0
1,30,0,0,0,0,5,0,2,4,1
1,24,2,0,0,0,0,1,2,7,0
0,22,2,0,0,0,1,0,61,6,0
1,38,0,0,0,0,3,0,1,2,0
1,33,0,0,0,0,0,0,3,1,0
1,25,0,0,0,0,0,0,166,9,1
1,31,0,0,3,0,25,1,118,8,1
1,24,0,0,0,0,0,0,3,4,0
1,30,2,0,0,0,1,0,155,1,0
1,30,2,0,0,0,7,0,4,7,0
1,39,0,0,0,0,13,0,2,8,1
1,46,3,0,0,0,0,1,175,2,0
1,46,5,0,0,0,0,0,6,1,0
1,23,2,0,0,0,0,1,29,6,0
0,30,0,0,0,0,4,0,31,3,0
1,40,2,0,0,0,0,0,241,2,0
0,52,0,0,0,0,0,0,3,1,0
1,23,0,1,0,1,3,0,93,9,0
1,41,5,0,0,0,2,0,52,1,0
0,26,0,0,0,0,1,1,32,2,0
1,22,2,0,1,0,1,0,20,8,1
1,42,2,0,0,0,3,0,1,4,0
1,23,0,0,3,1,6,0,17,10,1
1,33,5,0,0,0,4,0,2,3,1
1,35,0,0,0,0,0,1,60,6,0
1,28,0,0,0,0,1,0,3,3,0
1,50,2,0,0,0,1,0,2,1,1
1,26,5,0,0,0,0,0,2,2,0
1,48,0,0,0,0,3,0,93,6,0
1,21,0,0,0,0,0,0,31,5,0
1,38,4,0,0,1,25,1,22,10,1
1,32,0,0,0,0,1,0,56,7,0
1,24,3,0,0,0,3,0,98,6,1
1,51,0,0,0,0,3,0,2,2,0
1,19,2,0,0,0,1,1,205,4,1
1,32,0,0,0,0,4,0,254,5,0
0,31,2,0,0,0,1,0,1,3,1
0,29,0,0,0,0,1,0,180,5,0
1,43,3,0,0,0,0,1,1,1,0
0,25,5,0,0,0,2,0,1,4,0
1,26,0,0,0,0,9,0,217,7,1
1,27,2,0,0,0,0,0,1,10,1
1,52,2,0,0,0,1,0,91,1,1
1,27,3,0,0,0,1,1,28,1,0
0,57,3,0,0,0,1,1,207,2,0
1,47,5,0,0,0,2,1,30,1,0
1,28,0,0,0,0,3,1,2,6,1
1,32,0,0,0,0,3,0,3,1,1
1,27,0,0,0,0,5,1,1,3,1
1,53,3,0,0,0,11,1,2,2,0
1,45,3,0,0,0,0,1,92,1,1
1,29,0,0,0,0,2,0,1,5,0
0,42,2,0,0,0,0,1,1,1,0
1,33,0,0,0,0,0,0,31,2,1
1,26,2,0,0,0,4,1,188,4,1
0,28,2,0,0,1,3,1,46,4,0
0,53,2,0,0,0,0,1,31,1,0
1,39,0,0,0,0,1,0,30,2,0
1,24,2,0,0,0,0,0,235,2,0
1,40,0,0,0,0,1,0,2,3,0
1,35,0,3,0,0,24,0,9,10,0
1,28,3,0,0,0,1,0,95,2,0
1,28,3,0,0,0,1,0,61,5,0
1,39,0,0,0,1,6,1,243,7,1
1,35,0,0,0,1,0,0,30,3,0
1,22,0,0,0,0,1,0,1,7,1
1,46,0,0,0,0,2,0,10,2,1
1,42,2,0,0,0,0,1,2,1,0
1,25,0,0,0,0,0,1,31,2,0
1,30,3,0,0,0,0,0,154,4,0
1,52,2,0,0,0,1,0,4,5,0
1,28,0,0,0,0,4,1,1,2,1
1,40,0,0,0,0,0,0,2,1,0
0,35,2,0,0,0,1,1,74,3,0
0,57,2,0,0,0,1,0,2,1,1
1,25,0,0,0,0,0,1,31,7,0
1,20,2,0,0,1,0,0,1,4,0
